;static__article_102.0;static__article_115.0;static__article_116.0;static__article_122.0;static__article_125.0;static__article_126.0;static__article_136.0;static__article_141.0;static__article_142.0;static__article_143.0;static__article_145.0;static__article_146.0;static__article_148.0;static__article_149.0;static__article_15.0;static__article_152.0;static__article_154.0;static__article_155.0;static__article_156.0;static__article_157.0;static__article_158.0;static__article_167.0;static__article_169.0;static__article_170.0;static__article_171.0;static__article_172.0;static__article_173.0;static__article_180.0;static__article_181.0;static__article_188.0;static__article_189.0;static__article_190.0;static__article_191.0;static__article_192.0;static__article_193.0;static__article_20.0;static__article_21.0;static__article_213.0;static__article_23.0;static__article_40.0;static__article_41.0;static__article_43.0;static__article_7.0;static__article_72.0;static__article_80.0;static__article_94.0;static__article_97.0;static__article_other;static__vehicleClass_A;static__vehicleClass_C;static__vehicleClass_M;static__vehicleClass_R;agg__concept:name_Add penalty;agg__concept:name_Appeal to Judge;agg__concept:name_Insert Date Appeal to Prefecture;agg__concept:name_Insert Fine Notification;agg__concept:name_Notify Result Appeal to Offender;agg__concept:name_Payment;agg__concept:name_Receive Result Appeal from Prefecture;agg__concept:name_Send Appeal to Prefecture;agg__concept:name_Send Fine;agg__org:resource_0.0;agg__org:resource_10.0;agg__org:resource_11.0;agg__org:resource_12.0;agg__org:resource_14.0;agg__org:resource_15.0;agg__org:resource_16.0;agg__org:resource_17.0;agg__org:resource_18.0;agg__org:resource_19.0;agg__org:resource_20.0;agg__org:resource_21.0;agg__org:resource_22.0;agg__org:resource_23.0;agg__org:resource_24.0;agg__org:resource_25.0;agg__org:resource_26.0;agg__org:resource_27.0;agg__org:resource_28.0;agg__org:resource_29.0;agg__org:resource_3.0;agg__org:resource_30.0;agg__org:resource_31.0;agg__org:resource_32.0;agg__org:resource_33.0;agg__org:resource_34.0;agg__org:resource_35.0;agg__org:resource_36.0;agg__org:resource_37.0;agg__org:resource_38.0;agg__org:resource_39.0;agg__org:resource_4.0;agg__org:resource_40.0;agg__org:resource_41.0;agg__org:resource_42.0;agg__org:resource_43.0;agg__org:resource_44.0;agg__org:resource_45.0;agg__org:resource_46.0;agg__org:resource_47.0;agg__org:resource_48.0;agg__org:resource_49.0;agg__org:resource_50.0;agg__org:resource_51.0;agg__org:resource_52.0;agg__org:resource_53.0;agg__org:resource_536.0;agg__org:resource_537.0;agg__org:resource_538.0;agg__org:resource_54.0;agg__org:resource_540.0;agg__org:resource_541.0;agg__org:resource_546.0;agg__org:resource_548.0;agg__org:resource_55.0;agg__org:resource_550.0;agg__org:resource_551.0;agg__org:resource_552.0;agg__org:resource_553.0;agg__org:resource_554.0;agg__org:resource_555.0;agg__org:resource_556.0;agg__org:resource_557.0;agg__org:resource_558.0;agg__org:resource_559.0;agg__org:resource_56.0;agg__org:resource_560.0;agg__org:resource_561.0;agg__org:resource_562.0;agg__org:resource_563.0;agg__org:resource_564.0;agg__org:resource_565.0;agg__org:resource_566.0;agg__org:resource_567.0;agg__org:resource_568.0;agg__org:resource_57.0;agg__org:resource_58.0;agg__org:resource_59.0;agg__org:resource_60.0;agg__org:resource_704.0;agg__org:resource_8.0;agg__org:resource_802.0;agg__org:resource_807.0;agg__org:resource_808.0;agg__org:resource_810.0;agg__org:resource_811.0;agg__org:resource_813.0;agg__org:resource_816.0;agg__org:resource_817.0;agg__org:resource_818.0;agg__org:resource_819.0;agg__org:resource_820.0;agg__org:resource_821.0;agg__org:resource_823.0;agg__org:resource_824.0;agg__org:resource_825.0;agg__org:resource_826.0;agg__org:resource_827.0;agg__org:resource_828.0;agg__org:resource_829.0;agg__org:resource_830.0;agg__org:resource_831.0;agg__org:resource_832.0;agg__org:resource_833.0;agg__org:resource_834.0;agg__org:resource_835.0;agg__org:resource_836.0;agg__org:resource_837.0;agg__org:resource_838.0;agg__org:resource_839.0;agg__org:resource_840.0;agg__org:resource_841.0;agg__org:resource_842.0;agg__org:resource_843.0;agg__org:resource_844.0;agg__org:resource_845.0;agg__org:resource_846.0;agg__org:resource_847.0;agg__org:resource_848.0;agg__org:resource_849.0;agg__org:resource_850.0;agg__org:resource_851.0;agg__org:resource_852.0;agg__org:resource_853.0;agg__org:resource_854.0;agg__org:resource_855.0;agg__org:resource_856.0;agg__org:resource_857.0;agg__org:resource_9.0;agg__org:resource_other;agg__lastSent_C;agg__lastSent_N;agg__lastSent_P;agg__lastSent_missing;agg__notificationType_C;agg__notificationType_P;agg__notificationType_missing;agg__dismissal_#;agg__dismissal_4;agg__dismissal_@;agg__dismissal_C;agg__dismissal_D;agg__dismissal_G;agg__dismissal_NIL;agg__dismissal_other;encoded_label
agg__org:resource_50.0;-0.001;-0.001;-0.002;-0.001;-0.001;-0.001;-0.001;0.01;-0.012;-0.002;-0.003;0.021;-0.001;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.06;0.049;-0.0;-0.001;0.005;0.021;-0.0;-0.002;0.003;0.006;-0.001;-0.001;-0.0;0.027;-0.001;-0.004;0.005;-0.001;-0.001;-0.003;-0.001;-0.004;-0.005;0.022;-0.001;0.001;-0.001;-0.002;-0.001;-0.023;0.02;0.01;-0.0;0.037;0.01;0.023;0.038;0.007;0.014;0.009;0.017;0.03;0.007;-0.003;-0.01;-0.003;-0.0;-0.003;-0.004;-0.002;-0.001;-0.0;-0.004;-0.004;-0.004;-0.002;-0.003;-0.005;-0.007;-0.004;-0.01;-0.011;-0.001;-0.009;-0.008;-0.004;-0.003;-0.005;-0.006;-0.006;-0.006;-0.002;-0.007;-0.0;-0.011;-0.005;-0.006;-0.004;-0.006;-0.007;-0.005;-0.004;-0.005;-0.013;1.0;-0.002;-0.005;-0.01;-0.014;-0.017;-0.019;-0.003;-0.005;-0.017;-0.008;-0.009;-0.003;-0.018;-0.002;-0.006;-0.003;-0.004;-0.006;-0.006;-0.014;-0.012;-0.015;-0.006;-0.008;-0.012;-0.006;-0.007;-0.006;-0.005;-0.004;-0.002;-0.003;-0.007;-0.005;-0.004;-0.003;-0.006;-0.001;-0.005;-0.003;-0.003;-0.005;-0.003;-0.003;-0.004;-0.004;-0.003;-0.004;-0.007;-0.005;-0.006;-0.006;-0.006;-0.004;-0.005;-0.006;-0.006;-0.004;-0.006;-0.004;-0.005;-0.004;-0.003;-0.004;-0.004;-0.004;-0.006;-0.005;-0.004;-0.004;-0.003;-0.003;-0.003;-0.005;-0.006;-0.006;-0.005;-0.006;-0.007;-0.007;-0.001;-0.005;-0.004;-0.003;-0.005;-0.007;-0.0;0.008;-0.031;0.067;0.039;0.0;0.043;0.03;0.017;-0.0;-0.001;-0.0;-0.0;0.015;0.044;-0.0;-0.013
agg__org:resource_51.0;-0.0;0.035;-0.0;-0.0;-0.0;0.02;-0.0;-0.001;-0.003;-0.0;-0.001;-0.001;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.006;0.013;-0.0;-0.0;-0.001;-0.001;0.0;-0.001;-0.001;0.002;-0.0;-0.0;-0.0;-0.001;-0.0;-0.001;-0.001;-0.0;-0.0;-0.001;-0.0;-0.001;-0.001;-0.004;-0.0;0.007;-0.0;-0.0;-0.0;-0.006;0.005;0.004;-0.0;0.008;-0.001;0.002;0.01;0.004;0.008;0.005;0.003;0.008;-0.001;-0.001;-0.002;-0.001;-0.0;-0.001;-0.001;-0.0;-0.0;-0.0;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.002;-0.001;-0.002;-0.003;-0.0;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.002;-0.0;-0.003;-0.001;-0.001;-0.001;-0.001;-0.002;-0.001;-0.001;-0.001;-0.003;-0.002;1.0;-0.001;-0.002;-0.003;-0.004;-0.004;-0.001;-0.001;-0.004;-0.002;-0.002;-0.001;-0.004;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.001;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.002;-0.001;-0.001;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;-0.002;-0.002;-0.0;-0.001;-0.001;-0.001;-0.001;-0.002;-0.0;-0.002;0.026;-0.009;0.012;0.011;0.011;0.009;-0.001;-0.0;-0.0;-0.0;-0.0;-0.0;0.012;-0.0;0.004
agg__org:resource_52.0;-0.0;-0.001;0.023;-0.0;-0.0;0.003;-0.001;-0.002;0.004;-0.001;-0.002;0.01;-0.001;-0.001;0.014;-0.0;0.005;-0.001;-0.0;-0.035;0.011;-0.0;-0.001;0.011;0.006;-0.002;0.012;0.011;0.004;-0.001;-0.001;-0.0;-0.002;-0.0;0.016;-0.003;0.017;-0.0;-0.002;-0.0;-0.003;-0.003;0.015;-0.0;0.025;-0.001;0.005;-0.001;-0.011;0.01;0.005;-0.0;0.029;0.006;0.031;0.031;0.023;0.01;0.025;0.03;0.023;0.004;-0.002;-0.007;-0.002;-0.0;-0.002;-0.003;-0.001;-0.001;-0.0;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.005;-0.003;-0.007;-0.008;-0.001;-0.006;-0.005;-0.003;-0.002;-0.003;-0.004;-0.004;-0.004;-0.001;-0.005;-0.0;-0.007;-0.004;-0.004;-0.002;-0.004;-0.005;-0.004;-0.003;-0.003;-0.009;-0.005;-0.001;1.0;-0.007;-0.01;-0.011;-0.013;-0.002;-0.003;-0.011;-0.006;-0.006;-0.002;-0.012;-0.002;-0.004;-0.002;-0.002;-0.004;-0.004;-0.009;-0.008;-0.01;-0.004;-0.005;-0.008;-0.004;-0.005;-0.004;-0.003;-0.003;-0.002;-0.002;-0.005;-0.003;-0.002;-0.002;-0.004;-0.001;-0.004;-0.002;-0.002;-0.003;-0.002;-0.002;-0.003;-0.003;-0.002;-0.003;-0.005;-0.004;-0.004;-0.004;-0.004;-0.002;-0.004;-0.004;-0.004;-0.002;-0.004;-0.003;-0.003;-0.003;-0.002;-0.003;-0.002;-0.003;-0.004;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.003;-0.004;-0.004;-0.004;-0.004;-0.005;-0.005;-0.001;-0.004;-0.003;-0.002;-0.003;-0.005;-0.0;0.038;-0.015;0.046;0.028;0.002;0.041;0.02;0.012;-0.0;-0.0;-0.0;-0.0;0.0;0.039;-0.0;-0.004
agg__org:resource_53.0;-0.001;0.005;0.003;-0.001;-0.001;-0.002;-0.001;-0.003;-0.021;-0.003;-0.004;-0.005;-0.002;0.001;-0.001;-0.001;-0.002;-0.001;-0.001;-0.052;0.059;-0.001;-0.001;-0.003;-0.007;-0.005;-0.003;-0.004;-0.003;0.019;-0.001;-0.001;-0.004;-0.001;0.003;0.0;-0.002;-0.001;-0.003;-0.001;-0.005;-0.006;0.023;-0.001;0.002;-0.002;0.007;-0.001;0.008;-0.007;-0.004;-0.001;0.051;0.008;0.045;0.053;0.016;0.017;0.022;0.034;0.044;0.007;-0.004;-0.015;-0.004;-0.001;-0.004;-0.006;-0.002;-0.002;-0.001;-0.006;-0.006;-0.005;-0.003;-0.004;-0.006;-0.01;-0.006;-0.013;-0.016;-0.001;-0.013;-0.011;-0.006;-0.005;-0.007;-0.008;-0.009;-0.008;-0.003;-0.009;-0.001;-0.015;-0.007;-0.008;-0.005;-0.008;-0.01;-0.007;-0.006;-0.007;-0.018;-0.01;-0.002;-0.007;1.0;-0.02;-0.023;-0.027;-0.005;-0.007;-0.023;-0.012;-0.013;-0.004;-0.025;-0.003;-0.009;-0.004;-0.005;-0.009;-0.009;-0.019;-0.016;-0.021;-0.009;-0.011;-0.016;-0.009;-0.009;-0.008;-0.007;-0.006;-0.003;-0.004;-0.009;-0.007;-0.005;-0.004;-0.008;-0.001;-0.008;-0.005;-0.004;-0.007;-0.004;-0.004;-0.006;-0.005;-0.004;-0.006;-0.01;-0.007;-0.008;-0.009;-0.008;-0.005;-0.007;-0.008;-0.008;-0.005;-0.009;-0.006;-0.006;-0.006;-0.004;-0.006;-0.005;-0.006;-0.008;-0.007;-0.005;-0.006;-0.005;-0.005;-0.004;-0.007;-0.009;-0.008;-0.007;-0.008;-0.01;-0.01;-0.002;-0.007;-0.005;-0.005;-0.007;-0.009;-0.0;0.011;-0.038;0.098;0.046;-0.004;0.064;0.042;0.027;0.029;-0.001;-0.001;-0.001;0.006;0.065;-0.001;-0.012
agg__org:resource_536.0;-0.001;-0.002;-0.003;-0.001;-0.001;-0.003;-0.002;-0.005;-0.038;-0.004;-0.005;-0.009;-0.002;-0.003;-0.001;-0.001;-0.003;-0.002;-0.001;0.112;-0.073;-0.001;-0.002;-0.004;-0.012;-0.01;-0.004;-0.016;-0.014;-0.003;-0.002;-0.001;-0.005;-0.001;-0.008;-0.008;-0.002;-0.001;-0.007;-0.001;-0.008;-0.009;-0.023;-0.001;-0.012;-0.003;-0.003;-0.002;0.027;-0.021;-0.016;-0.001;0.072;-0.005;0.011;0.08;0.014;0.02;0.017;0.017;0.079;-0.005;-0.006;-0.02;-0.005;-0.001;-0.005;-0.009;-0.003;-0.003;-0.001;-0.008;-0.009;-0.007;-0.005;-0.006;-0.009;-0.014;-0.008;-0.019;-0.022;-0.001;-0.018;-0.015;-0.009;-0.006;-0.009;-0.011;-0.012;-0.012;-0.004;-0.013;-0.001;-0.021;-0.01;-0.011;-0.007;-0.011;-0.014;-0.01;-0.008;-0.009;-0.025;-0.014;-0.003;-0.01;-0.02;1.0;-0.032;-0.037;-0.007;-0.01;-0.032;-0.016;-0.017;-0.005;-0.035;-0.004;-0.012;-0.005;-0.007;-0.012;-0.012;-0.027;-0.022;-0.029;-0.012;-0.015;-0.022;-0.012;-0.013;-0.012;-0.009;-0.008;-0.005;-0.006;-0.013;-0.009;-0.007;-0.005;-0.012;-0.002;-0.011;-0.007;-0.006;-0.01;-0.006;-0.006;-0.009;-0.007;-0.005;-0.008;-0.014;-0.01;-0.011;-0.012;-0.011;-0.007;-0.01;-0.011;-0.012;-0.007;-0.013;-0.008;-0.009;-0.008;-0.006;-0.009;-0.007;-0.008;-0.011;-0.009;-0.007;-0.008;-0.006;-0.006;-0.006;-0.01;-0.012;-0.011;-0.01;-0.012;-0.013;-0.014;-0.002;-0.01;-0.008;-0.007;-0.01;-0.013;-0.001;-0.015;0.131;-0.009;0.065;-0.005;0.082;0.068;-0.001;-0.001;0.004;-0.001;-0.001;-0.001;0.09;-0.001;0.038
agg__org:resource_537.0;-0.001;-0.002;-0.004;-0.001;-0.002;-0.003;-0.002;-0.005;-0.044;-0.004;-0.006;-0.01;-0.003;-0.003;-0.001;-0.001;-0.003;-0.002;-0.002;0.139;-0.082;-0.001;-0.002;-0.005;-0.014;-0.012;-0.005;-0.018;-0.017;-0.003;-0.002;-0.001;-0.006;-0.001;-0.009;-0.009;-0.003;-0.001;-0.008;-0.002;-0.009;-0.01;-0.038;-0.002;-0.014;-0.003;-0.004;-0.002;0.032;-0.026;-0.018;-0.001;0.085;-0.0;0.022;0.089;0.018;0.039;0.021;0.022;0.081;0.0;-0.007;-0.023;-0.006;-0.001;-0.006;-0.01;-0.004;-0.003;-0.001;-0.009;-0.01;-0.009;-0.005;-0.007;-0.01;-0.016;-0.01;-0.022;-0.025;-0.002;-0.021;-0.018;-0.01;-0.007;-0.011;-0.013;-0.014;-0.014;-0.005;-0.015;-0.001;-0.025;-0.012;-0.013;-0.008;-0.013;-0.016;-0.012;-0.009;-0.011;-0.029;-0.017;-0.004;-0.011;-0.023;-0.032;1.0;-0.043;-0.008;-0.011;-0.038;-0.019;-0.02;-0.006;-0.04;-0.005;-0.014;-0.006;-0.008;-0.014;-0.014;-0.031;-0.026;-0.034;-0.015;-0.017;-0.026;-0.014;-0.015;-0.014;-0.011;-0.009;-0.006;-0.007;-0.015;-0.011;-0.008;-0.006;-0.014;-0.002;-0.012;-0.008;-0.007;-0.012;-0.007;-0.007;-0.01;-0.009;-0.006;-0.009;-0.016;-0.012;-0.013;-0.014;-0.013;-0.008;-0.012;-0.013;-0.014;-0.008;-0.015;-0.009;-0.01;-0.009;-0.007;-0.01;-0.008;-0.01;-0.013;-0.011;-0.008;-0.009;-0.007;-0.008;-0.007;-0.011;-0.014;-0.013;-0.012;-0.014;-0.016;-0.016;-0.003;-0.012;-0.009;-0.008;-0.012;-0.015;-0.001;-0.018;0.055;0.073;0.07;-0.006;0.099;0.075;0.008;-0.001;0.007;-0.001;-0.001;0.005;0.105;-0.001;0.004
agg__org:resource_538.0;-0.001;-0.002;-0.005;-0.002;-0.002;-0.004;-0.002;-0.006;-0.051;-0.005;-0.007;-0.012;-0.003;-0.004;-0.002;-0.001;-0.004;-0.002;-0.002;0.144;-0.096;-0.001;-0.002;-0.006;-0.016;-0.014;-0.006;-0.021;-0.019;-0.004;-0.002;-0.001;-0.007;-0.002;-0.011;-0.01;-0.003;-0.002;-0.009;-0.002;-0.01;-0.012;-0.026;-0.002;-0.016;-0.004;-0.004;-0.003;0.036;-0.029;-0.021;-0.001;0.097;-0.003;0.022;0.107;0.02;0.032;0.028;0.028;0.104;-0.004;-0.008;-0.027;-0.007;-0.001;-0.007;-0.012;-0.004;-0.004;-0.001;-0.011;-0.011;-0.01;-0.006;-0.008;-0.012;-0.018;-0.011;-0.025;-0.029;-0.002;-0.024;-0.02;-0.011;-0.008;-0.012;-0.014;-0.016;-0.016;-0.006;-0.017;-0.001;-0.028;-0.014;-0.015;-0.009;-0.015;-0.018;-0.013;-0.011;-0.012;-0.033;-0.019;-0.004;-0.013;-0.027;-0.037;-0.043;1.0;-0.009;-0.013;-0.043;-0.021;-0.023;-0.007;-0.046;-0.006;-0.017;-0.007;-0.009;-0.016;-0.016;-0.036;-0.03;-0.038;-0.017;-0.02;-0.03;-0.016;-0.017;-0.016;-0.012;-0.011;-0.006;-0.008;-0.017;-0.013;-0.009;-0.007;-0.016;-0.003;-0.014;-0.009;-0.008;-0.013;-0.008;-0.008;-0.012;-0.01;-0.007;-0.01;-0.018;-0.014;-0.015;-0.016;-0.015;-0.009;-0.014;-0.014;-0.015;-0.009;-0.017;-0.01;-0.012;-0.011;-0.008;-0.011;-0.009;-0.011;-0.015;-0.012;-0.009;-0.01;-0.009;-0.009;-0.008;-0.013;-0.016;-0.015;-0.014;-0.015;-0.018;-0.018;-0.003;-0.013;-0.01;-0.009;-0.013;-0.017;-0.001;-0.02;0.151;0.012;0.087;-0.007;0.114;0.089;0.003;-0.001;-0.002;-0.001;-0.001;-0.003;0.123;-0.001;0.036
agg__org:resource_54.0;-0.0;-0.0;-0.001;-0.0;-0.0;-0.001;-0.0;-0.001;-0.009;-0.001;-0.001;0.002;-0.001;-0.001;-0.0;-0.0;-0.001;-0.0;-0.0;-0.028;0.019;-0.0;-0.0;-0.001;0.001;-0.002;-0.001;0.006;-0.001;0.003;-0.0;-0.0;-0.001;-0.0;0.002;-0.002;-0.001;-0.0;-0.002;-0.0;-0.002;-0.002;0.02;-0.0;-0.0;-0.001;-0.001;-0.0;-0.009;0.014;-0.004;-0.0;0.015;0.0;0.013;0.017;0.009;0.004;0.008;0.012;0.013;-0.0;-0.001;-0.005;-0.001;-0.0;-0.001;-0.002;-0.001;-0.001;-0.0;-0.002;-0.002;-0.002;-0.001;-0.001;-0.002;-0.003;-0.002;-0.004;-0.005;-0.0;-0.004;-0.004;-0.002;-0.002;-0.002;-0.003;-0.003;-0.003;-0.001;-0.003;-0.0;-0.005;-0.002;-0.003;-0.002;-0.003;-0.003;-0.002;-0.002;-0.002;-0.006;-0.003;-0.001;-0.002;-0.005;-0.007;-0.008;-0.009;1.0;-0.002;-0.008;-0.004;-0.004;-0.001;-0.008;-0.001;-0.003;-0.001;-0.002;-0.003;-0.003;-0.006;-0.005;-0.007;-0.003;-0.004;-0.005;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;-0.003;-0.002;-0.002;-0.001;-0.003;-0.0;-0.003;-0.002;-0.001;-0.002;-0.001;-0.001;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.002;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.001;-0.002;-0.002;-0.002;-0.002;-0.003;-0.0;0.013;0.005;0.013;0.017;0.022;0.017;0.015;0.004;-0.0;-0.0;-0.0;-0.0;-0.001;0.02;-0.0;0.001
agg__org:resource_540.0;-0.0;-0.001;-0.001;-0.0;-0.0;-0.001;-0.001;-0.002;-0.013;-0.001;-0.002;-0.003;-0.001;-0.001;-0.0;-0.0;-0.001;-0.001;-0.0;0.046;-0.026;-0.0;-0.001;-0.002;-0.004;-0.004;-0.002;-0.006;-0.005;-0.001;-0.001;-0.0;-0.002;-0.0;-0.003;-0.003;-0.001;-0.0;-0.002;-0.0;-0.003;-0.003;-0.015;-0.001;-0.004;-0.001;-0.001;-0.001;0.01;-0.008;-0.006;-0.0;0.026;0.004;0.008;0.028;0.015;0.005;0.016;0.013;0.028;0.001;-0.002;-0.007;-0.002;-0.0;-0.002;-0.003;-0.001;-0.001;-0.0;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.005;-0.003;-0.007;-0.008;-0.001;-0.006;-0.005;-0.003;-0.002;-0.003;-0.004;-0.004;-0.004;-0.001;-0.005;-0.0;-0.007;-0.004;-0.004;-0.002;-0.004;-0.005;-0.004;-0.003;-0.003;-0.009;-0.005;-0.001;-0.003;-0.007;-0.01;-0.011;-0.013;-0.002;1.0;-0.011;-0.006;-0.006;-0.002;-0.012;-0.002;-0.004;-0.002;-0.002;-0.004;-0.004;-0.009;-0.008;-0.01;-0.004;-0.005;-0.008;-0.004;-0.005;-0.004;-0.003;-0.003;-0.002;-0.002;-0.005;-0.003;-0.002;-0.002;-0.004;-0.001;-0.004;-0.002;-0.002;-0.004;-0.002;-0.002;-0.003;-0.003;-0.002;-0.003;-0.005;-0.004;-0.004;-0.004;-0.004;-0.003;-0.004;-0.004;-0.004;-0.002;-0.004;-0.003;-0.003;-0.003;-0.002;-0.003;-0.002;-0.003;-0.004;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.003;-0.004;-0.004;-0.004;-0.004;-0.005;-0.005;-0.001;-0.004;-0.003;-0.002;-0.004;-0.005;-0.0;-0.005;0.056;-0.016;0.038;-0.002;0.031;0.024;-0.001;-0.0;-0.0;-0.0;-0.0;0.003;0.034;-0.0;0.015
agg__org:resource_541.0;-0.001;-0.002;-0.004;-0.001;-0.002;-0.003;-0.002;-0.005;-0.045;-0.004;-0.006;-0.01;-0.003;-0.003;-0.001;-0.001;-0.003;-0.002;-0.002;0.15;-0.08;-0.001;-0.002;-0.005;-0.014;-0.012;-0.005;-0.018;-0.017;-0.003;-0.002;-0.001;-0.006;-0.001;-0.009;-0.009;-0.003;-0.001;-0.008;-0.002;-0.009;-0.01;-0.053;-0.002;-0.014;-0.003;-0.004;-0.002;0.032;-0.025;-0.018;-0.001;0.084;0.008;0.031;0.087;0.033;0.039;0.036;0.033;0.077;0.004;-0.007;-0.024;-0.006;-0.001;-0.006;-0.01;-0.004;-0.003;-0.001;-0.01;-0.01;-0.009;-0.005;-0.007;-0.01;-0.016;-0.01;-0.022;-0.025;-0.002;-0.021;-0.018;-0.01;-0.007;-0.011;-0.013;-0.015;-0.014;-0.005;-0.015;-0.001;-0.025;-0.012;-0.013;-0.008;-0.014;-0.016;-0.012;-0.009;-0.011;-0.029;-0.017;-0.004;-0.011;-0.023;-0.032;-0.038;-0.043;-0.008;-0.011;1.0;-0.019;-0.02;-0.006;-0.041;-0.005;-0.015;-0.006;-0.008;-0.014;-0.014;-0.031;-0.026;-0.034;-0.015;-0.017;-0.026;-0.014;-0.015;-0.014;-0.011;-0.009;-0.006;-0.007;-0.015;-0.011;-0.008;-0.006;-0.014;-0.002;-0.012;-0.008;-0.007;-0.012;-0.007;-0.007;-0.01;-0.009;-0.006;-0.009;-0.016;-0.012;-0.013;-0.014;-0.013;-0.008;-0.012;-0.013;-0.014;-0.008;-0.015;-0.009;-0.011;-0.009;-0.007;-0.01;-0.008;-0.01;-0.013;-0.011;-0.008;-0.009;-0.008;-0.008;-0.007;-0.011;-0.014;-0.014;-0.012;-0.014;-0.016;-0.016;-0.003;-0.012;-0.009;-0.008;-0.012;-0.015;-0.001;-0.018;0.011;0.111;0.07;-0.006;0.102;0.073;0.015;-0.001;-0.002;-0.001;-0.001;0.007;0.107;-0.001;-0.003
agg__org:resource_546.0;-0.001;-0.001;-0.002;-0.001;-0.001;-0.002;-0.001;-0.003;-0.022;-0.002;-0.003;-0.005;-0.001;-0.002;-0.001;-0.0;-0.002;-0.001;-0.001;0.083;-0.045;-0.0;-0.001;-0.003;-0.007;-0.006;-0.003;-0.009;-0.008;-0.002;-0.001;-0.0;-0.003;-0.001;-0.005;-0.004;-0.001;-0.001;-0.004;-0.001;-0.004;-0.005;-0.031;-0.001;-0.007;-0.002;-0.002;-0.001;0.016;-0.013;-0.009;-0.0;0.043;0.002;0.009;0.045;0.005;0.028;0.004;0.009;0.039;0.001;-0.003;-0.012;-0.003;-0.0;-0.003;-0.005;-0.002;-0.002;-0.001;-0.005;-0.005;-0.004;-0.003;-0.004;-0.005;-0.008;-0.005;-0.011;-0.013;-0.001;-0.011;-0.009;-0.005;-0.004;-0.005;-0.006;-0.007;-0.007;-0.002;-0.008;-0.001;-0.012;-0.006;-0.007;-0.004;-0.007;-0.008;-0.006;-0.005;-0.005;-0.015;-0.008;-0.002;-0.006;-0.012;-0.016;-0.019;-0.021;-0.004;-0.006;-0.019;1.0;-0.01;-0.003;-0.02;-0.003;-0.007;-0.003;-0.004;-0.007;-0.007;-0.016;-0.013;-0.017;-0.007;-0.009;-0.013;-0.007;-0.008;-0.007;-0.005;-0.005;-0.003;-0.004;-0.008;-0.006;-0.004;-0.003;-0.007;-0.001;-0.006;-0.004;-0.004;-0.006;-0.003;-0.003;-0.005;-0.004;-0.003;-0.004;-0.008;-0.006;-0.006;-0.007;-0.007;-0.004;-0.006;-0.006;-0.007;-0.004;-0.007;-0.004;-0.005;-0.005;-0.003;-0.005;-0.004;-0.005;-0.006;-0.005;-0.004;-0.005;-0.004;-0.004;-0.004;-0.006;-0.007;-0.007;-0.006;-0.007;-0.008;-0.008;-0.001;-0.006;-0.004;-0.004;-0.006;-0.008;-0.0;-0.009;0.018;0.044;0.04;-0.003;0.052;0.037;0.007;-0.0;-0.001;-0.0;-0.001;-0.0;0.054;-0.0;-0.004
